slot,timestamp,action_count,adds,removes,actions,placement_before,placement_after,demand,attachment_points,total_requests,demand_pairs,covered_pairs_after,uncovered_pairs_after,coverage_ratio_after,objective,R_nominal,B_nominal,R_wc,B_wc,Op_cost,solve_time,status
63,62,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@4=1;3@1=1;3@2=1;5@2=1,"4,1,2",4,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
64,63,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@2=1;2@4=2;4@4=1;5@2=1;6@2=1;6@9=1,"2,4,9",7,6,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
65,64,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=2;0@2=1;0@7=1;0@9=1;2@2=1;2@7=1;2@9=2;2@4=2;2@5=1;4@1=1;4@4=1,"1,2,7,9,4,5",14,11,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
66,65,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@2=2;0@4=4;0@5=1;0@8=1;0@9=2;1@2=1;2@4=1;2@3=1,"0,2,4,5,8,9,3",14,9,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
67,66,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=1;0@3=1;0@6=1;1@0=1;1@1=1;1@6=2;1@4=1;1@5=2;1@9=1;2@2=2;2@6=2;2@4=2,"0,1,2,3,6,4,5,9",19,14,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
68,67,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@1=1;1@4=2;1@6=1;2@2=2;2@7=1;4@1=1;4@9=1,"1,4,6,2,7,9",9,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
69,68,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=1;1@1=1;1@3=1;1@4=1;1@9=1;2@7=1;2@8=1,"0,1,3,4,9,7,8",7,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
70,69,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=1;1@2=1;1@9=1;2@1=1;2@3=1;2@5=2;3@7=1;4@1=1;5@2=1,"0,2,9,1,3,5,7",10,9,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
71,70,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@0=1;3@4=1,"0,4",2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
72,71,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@1=1;2@2=1;2@3=1;2@6=1;2@7=1;3@2=1;3@7=1;4@4=1;4@9=1;6@4=1,"1,2,3,6,7,4,9",10,10,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
73,72,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,4@2=2,2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
74,73,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,5@1=1;5@9=1,"1,9",2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
75,74,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,4@4=1;5@4=1;5@9=1,"4,9",3,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
76,75,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,4@4=1,4,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
77,76,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,3@1=1;4@1=1;4@2=1;4@4=1;4@8=1;4@9=1;6@4=1,"1,2,4,8,9",7,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
78,77,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@4=1;4@3=1;6@3=1,"4,3",3,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
79,78,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@2=1;1@3=1;1@4=1;1@6=1;1@8=1;2@2=1;2@4=1;2@1=1;3@2=1;3@6=1;4@1=1;6@1=1,"2,3,4,6,8,1",12,12,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
80,79,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@1=1;1@2=1;1@6=1;2@2=2;2@5=1;2@8=1;3@4=1;4@1=1;4@8=1;4@4=1,"1,2,6,5,8,4",11,10,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
81,80,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=1;1@1=2;1@4=1;1@5=2;1@6=1;1@8=2;2@2=1;4@3=1;5@3=2,"0,1,4,5,6,8,2,3",13,9,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
82,81,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=1;1@1=1;1@4=2;1@7=1;1@8=1;2@1=1;2@4=1;2@8=1;2@6=1;5@1=1,"0,1,4,7,8,6",11,10,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
83,82,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@2=2;1@4=1;1@5=1;1@7=1;4@1=1;6@1=1;6@0=1,"2,4,5,7,1,0",8,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
84,83,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,4@4=1,4,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
85,84,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@3=1;2@4=1;4@6=1;6@3=1;6@5=1,"3,4,6,5",5,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
86,85,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@1=1;2@2=1;4@2=1;4@0=1;5@4=1,"1,2,0,4",5,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
87,86,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@2=1;2@4=2;3@3=1;5@4=1;5@8=1,"2,4,3,8",6,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
88,87,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,3@9=1;4@4=1;4@5=1;6@3=1,"9,4,5,3",4,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
89,88,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@5=1;1@8=1;4@8=1;4@4=1;6@9=1,"5,8,4,9",5,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
90,89,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@5=1;2@0=1;2@1=1;2@2=2;2@4=1;2@7=2;3@7=1,"5,0,1,2,4,7",9,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
91,90,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=1;1@2=1;1@3=1;1@4=2;1@5=1;3@5=1;3@7=1;4@4=1;5@6=1,"0,2,3,4,5,7,6",10,9,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
92,91,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@1=2;1@2=1;1@4=1;1@5=2;1@6=1;2@9=2;4@0=1;5@7=1;6@6=1,"1,2,4,5,6,9,0,7",12,9,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
93,92,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=1;1@2=1;1@5=1;1@8=1;2@0=1;2@2=1;2@1=1;3@5=1;6@1=1,"0,2,5,8,1",9,9,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
94,93,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=1;1@1=1;1@2=2;1@9=1;2@2=1;4@2=1;5@8=1,"0,1,2,9,8",8,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
95,94,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@3=1;1@6=2;2@0=1;2@4=1;4@4=1,"3,6,0,4",6,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
96,95,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@2=1;1@4=1;1@5=1;1@6=1;1@8=1;2@3=1;4@2=1;4@4=1;5@6=1;5@0=1;7@9=1,"2,4,5,6,8,3,0,9",11,11,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
97,96,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@1=1;1@2=1;1@9=1;2@9=1;4@9=1;4@4=1;4@5=1;6@2=1,"1,2,9,4,5",8,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
98,97,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@1=1;2@9=1;6@2=1;6@5=1;6@7=1,"1,9,2,5,7",5,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
99,98,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@4=1;3@5=1;4@6=1;4@9=1;5@7=1;6@8=1,"4,5,6,9,7,8",6,6,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
100,99,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@4=2;2@5=1;4@2=1,"4,5,2",4,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
101,100,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,4@1=1;5@2=1;5@7=2;6@2=1,"1,2,7",5,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
102,101,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@4=1;2@8=1;4@0=1;5@2=1,"4,8,0,2",4,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
103,102,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@0=1;2@1=1;2@3=1;2@7=1,"0,1,3,7",4,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
104,103,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,2@5=1,5,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
105,104,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@1=1;1@5=1;2@1=1;2@5=2;2@0=1;2@4=2;2@7=1;2@9=1;4@7=1;4@9=1;5@2=1,"1,5,0,4,7,9,2",13,11,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
106,105,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@1=1;1@4=1;1@6=1;1@9=1;2@2=1;2@7=1;2@8=1;4@9=1;4@2=2;4@7=2;5@2=3;6@3=1,"1,4,6,9,2,7,8,3",16,12,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
107,106,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@1=2;1@2=1;1@3=1;1@4=1;1@8=1;2@5=1;4@5=1;4@9=1,"1,2,3,4,8,5,9",9,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
108,107,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@1=1;1@2=2;1@4=2;1@5=1;1@8=1;2@1=2;2@2=2;2@5=1;4@1=1;4@2=1;5@4=1,"1,2,4,5,8",15,11,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
109,108,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=1;1@4=1;1@8=1;2@0=1;2@4=3;2@2=1;4@4=1;5@3=1,"0,4,8,2,3",10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
110,109,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@1=1;4@2=1;5@6=2;5@8=1,"1,2,6,8",5,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
111,110,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=1;1@3=1;2@1=1;2@2=1;4@4=2;4@7=1;5@1=1,"0,3,1,2,4,7",8,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
112,111,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@4=1;1@5=1;2@8=1;4@4=1;5@5=1;6@2=1,"4,5,8,2",6,6,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
113,112,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=1;1@2=4;1@8=1;1@9=1;2@3=2;3@4=1;5@6=2,"0,2,8,9,3,4,6",12,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
114,113,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@2=1;1@3=1;1@4=1;1@5=1;1@6=1;1@8=1;2@9=1;5@2=1;5@4=1,"2,3,4,5,6,8,9",9,9,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
115,114,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=1;1@1=1;1@4=1;1@5=1;1@6=1;2@1=1;2@6=1;4@5=1;4@9=1;5@1=1;5@4=1;5@8=1,"0,1,4,5,6,9,8",12,12,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
116,115,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=2;1@1=1;1@2=1;1@3=2;1@9=1;2@0=1;2@1=2;3@5=1;4@1=1;4@9=1,"0,1,2,3,9,5",13,10,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
117,116,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=1;1@2=2;1@4=1;2@2=1;4@7=1;4@8=1;6@0=1;6@1=1,"0,2,4,7,8,1",9,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
118,117,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@2=2;1@4=1;4@5=1;4@9=1;6@2=1;6@5=1,"2,4,5,9",7,6,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
119,118,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=1;1@4=2;2@2=1;2@5=1;2@8=1;4@9=1;5@5=1,"0,4,2,5,8,9",8,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
